soc^|^target_tariff_option^|^effective_date^|^feature_code^|^tier_level_code^|^business_category^|^dwh_source_ind^|^market_code^|^dwh_valid_from^|^dwh_valid_until^|^rate_eu^|^suspension_amt_eu^|^expiration_date^|^eu_bpn_rate^|^sys_creation_date^|^sys_creation_time^|^sys_update_date^|^sys_update_time^|^operator_id^|^application_id^|^dwh_status^|^dwh_lfd_nr
VDBASE01^|^ALLTO^|^20180818^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181028^|^20200611^|^517^|^487^|^20181226^|^497^|^20180327^|^515^|^20180329^|^567^|^527^|^MMC^|^AC^|^519
VDBASE01^|^ALLTO^|^20180319^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180820^|^20200514^|^518^|^488^|^20180706^|^498^|^20181201^|^516^|^20180505^|^568^|^528^|^MMC^|^AC^|^520
VDBASE01^|^ALLTO^|^20180324^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180415^|^20200913^|^519^|^489^|^20180227^|^499^|^20180801^|^517^|^20181110^|^569^|^529^|^MMC^|^AC^|^521
VDBASE01^|^ALLTO^|^20180228^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181224^|^20200820^|^520^|^490^|^20180421^|^500^|^20180630^|^518^|^20180212^|^570^|^530^|^MMC^|^AC^|^522
VDBASE01^|^ALLTO^|^20180807^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181103^|^20200504^|^521^|^491^|^20180910^|^501^|^20180830^|^519^|^20180403^|^571^|^531^|^MMC^|^AC^|^523
VDBASE01^|^ALLTO^|^20180815^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180812^|^20200703^|^522^|^492^|^20180710^|^502^|^20180821^|^520^|^20180324^|^572^|^532^|^MMC^|^AC^|^524
VDBASE01^|^ALLTO^|^20180723^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181204^|^20200925^|^523^|^493^|^20180311^|^503^|^20180806^|^521^|^20180111^|^573^|^533^|^MMC^|^AC^|^525
VDBASE01^|^ALLTO^|^20180928^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180826^|^20200914^|^524^|^494^|^20180304^|^504^|^20181027^|^522^|^20180422^|^574^|^534^|^MMC^|^AC^|^526
VDBASE01^|^ALLTO^|^20180905^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181014^|^20201230^|^525^|^495^|^20180923^|^505^|^20181102^|^523^|^20181028^|^575^|^535^|^MMC^|^AC^|^527
VDBASE01^|^ALLTO^|^20181125^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180628^|^20200716^|^526^|^496^|^20180421^|^506^|^20180531^|^524^|^20180116^|^576^|^536^|^MMC^|^AC^|^528
VDBASE01^|^ALLTO^|^20181127^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180813^|^20200726^|^527^|^497^|^20180228^|^507^|^20180614^|^525^|^20181003^|^577^|^537^|^MMC^|^AC^|^529
VDBASE01^|^ALLTO^|^20181210^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181114^|^20201219^|^528^|^498^|^20180602^|^508^|^20180201^|^526^|^20181228^|^578^|^538^|^MMC^|^AC^|^530
VDBASE01^|^ALLTO^|^20180210^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180629^|^20201220^|^529^|^499^|^20180509^|^509^|^20180911^|^527^|^20181104^|^579^|^539^|^MMC^|^AC^|^531
VDBASE01^|^ALLTO^|^20180118^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180923^|^20200711^|^530^|^500^|^20181205^|^510^|^20180411^|^528^|^20180707^|^580^|^540^|^MMC^|^AC^|^532
VDBASE01^|^ALLTO^|^20180514^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180123^|^20201219^|^531^|^501^|^20181122^|^511^|^20180406^|^529^|^20181201^|^581^|^541^|^MMC^|^AC^|^533
VDBASE01^|^ALLTO^|^20181218^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180802^|^20201214^|^532^|^502^|^20181117^|^512^|^20180924^|^530^|^20180308^|^582^|^542^|^MMC^|^AC^|^534
VDBASE01^|^ALLTO^|^20180930^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181226^|^20200608^|^533^|^503^|^20180924^|^513^|^20180407^|^531^|^20180311^|^583^|^543^|^MMC^|^AC^|^535
VDBASE01^|^ALLTO^|^20180804^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181019^|^20200731^|^534^|^504^|^20180905^|^514^|^20180113^|^532^|^20180220^|^584^|^544^|^MMC^|^AC^|^536
VDBASE01^|^ALLTO^|^20180304^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180709^|^20201004^|^535^|^505^|^20181001^|^515^|^20180426^|^533^|^20181021^|^585^|^545^|^MMC^|^AC^|^537
VDBASE01^|^ALLTO^|^20180603^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181227^|^20200509^|^536^|^506^|^20180607^|^516^|^20180712^|^534^|^20180609^|^586^|^546^|^MMC^|^AC^|^538
VDBASE01^|^ALLTO^|^20180215^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180808^|^20201024^|^537^|^507^|^20180525^|^517^|^20180330^|^535^|^20181225^|^587^|^547^|^MMC^|^AC^|^539
VDBASE01^|^ALLTO^|^20180717^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180617^|^20201203^|^538^|^508^|^20180428^|^518^|^20180709^|^536^|^20181112^|^588^|^548^|^MMC^|^AC^|^540
VDBASE01^|^ALLTO^|^20180306^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180526^|^20201126^|^539^|^509^|^20180126^|^519^|^20181116^|^537^|^20181031^|^589^|^549^|^MMC^|^AC^|^541
VDBASE01^|^ALLTO^|^20180428^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181108^|^20200501^|^540^|^510^|^20180120^|^520^|^20181016^|^538^|^20181202^|^590^|^550^|^MMC^|^AC^|^542
VDBASE01^|^ALLTO^|^20181122^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180206^|^20200702^|^541^|^511^|^20180915^|^521^|^20180126^|^539^|^20180614^|^591^|^551^|^MMC^|^AC^|^543
VDBASE01^|^ALLTO^|^20180301^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181213^|^20201227^|^542^|^512^|^20180604^|^522^|^20181223^|^540^|^20180513^|^592^|^552^|^MMC^|^AC^|^544
VDBASE01^|^ALLTO^|^20180314^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181114^|^20200706^|^543^|^513^|^20180811^|^523^|^20181017^|^541^|^20180301^|^593^|^553^|^MMC^|^AC^|^545
VDBASE01^|^ALLTO^|^20181126^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180427^|^20200522^|^544^|^514^|^20180504^|^524^|^20180728^|^542^|^20180720^|^594^|^554^|^MMC^|^AC^|^546
VDBASE01^|^ALLTO^|^20180328^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181103^|^20200909^|^545^|^515^|^20180105^|^525^|^20180406^|^543^|^20180727^|^595^|^555^|^MMC^|^AC^|^547
VDBASE01^|^ALLTO^|^20180729^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180922^|^20200822^|^546^|^516^|^20180212^|^526^|^20180425^|^544^|^20181101^|^596^|^556^|^MMC^|^AC^|^548
